"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
27,"1455","MARBLE RIVER","Stream","PKE",50.533745,-127.509551,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,39954,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-865200-00000-00000-0000-0000-000-000-000-000-000-000","930-862497-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_39954",FALSE
28,"1441","MONKEY CREEK","Stream","PKE",50.456727,-127.808777,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,39814,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-826300-00000-00000-0000-0000-000-000-000-000-000-000","930-824540-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_39814",FALSE
29,"1488","RONNING CREEK","Stream","PKE",50.5894,-128.198848,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42389,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-970700-18700-00000-0000-0000-000-000-000-000-000-000","930-968384-258219-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42389",FALSE
30,"1458","RUPERT CREEK","Stream","PKE",50.585172,-127.408248,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42089,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-871100-05100-00000-0000-0000-000-000-000-000-000-000","930-868633-051978-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42089",FALSE
31,"1489","SAN JOSEF RIVER","Stream","PKE",50.67307,-128.272404,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42399,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-979400-00000-00000-0000-0000-000-000-000-000-000-000","930-977264-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42399",FALSE
32,"1460","STEPHENS CREEK","Stream","PKE",50.602151,-127.571842,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42109,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-879700-00000-00000-0000-0000-000-000-000-000-000-000","930-877495-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42109",FALSE
33,"1462","WANOKANA CREEK","Stream","PKE",50.603669,-127.712075,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42129,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-884200-00000-00000-0000-0000-000-000-000-000-000-000","930-882459-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42129",FALSE
34,"1459","WASHLAWLIS CREEK","Stream","PKE",50.604556,-127.420284,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,42099,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-872200-00000-00000-0000-0000-000-000-000-000-000-000","930-869842-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_42099",FALSE
35,"1457","WAUKWAAS CREEK","Stream","PKE",50.588168,-127.41834,"WVI","WQCI","WVI+WQCI","NORTHWEST VANCOUVER ISLAND","NWVI",50.43765022,-127.5811361,"Current","3","PKE-3",3,41079,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","930-871100-00000-00000-0000-0000-000-000-000-000-000-000","930-868633-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_41079",FALSE
1,"771","ANGUS CREEK","Stream","PKO",49.507113,-123.756597,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48788,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-166800-00000-00000-0000-0000-000-000-000-000-000-000","900-169940-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48788",FALSE
2,"728","ASHLU CREEK","Stream","PKO",49.897032,-123.302424,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50032,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-38300-00000-0000-0000-000-000-000-000-000-000","900-105574-372968-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50032",FALSE
3,"813","BREM RIVER","Stream","PKO",50.435622,-124.666342,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50504,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-357900-00000-00000-0000-0000-000-000-000-000-000-000","900-358652-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50504",FALSE
4,"814","BREM RIVER TRIBUTARY","Stream","PKO",50.440152,-124.667078,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50514,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-357900-01700-00000-0000-0000-000-000-000-000-000-000","900-358652-020005-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50514",FALSE
5,"784","BRITTAIN RIVER","Stream","PKO",49.99745,-124.009657,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48918,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-244600-00000-00000-0000-0000-000-000-000-000-000-000","900-247763-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48918",FALSE
6,"770","BURNET CREEK","Stream","PKO",49.500359,-123.746713,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48778,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-166300-00000-00000-0000-0000-000-000-000-000-000-000","900-169576-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48778",FALSE
7,"1199","BUSH CREEK","Stream","PKO",49.015296,-123.848048,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51564,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-327900-00000-00000-0000-0000-000-000-000-000-000-000","920-328573-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51564",FALSE
8,"1141","CAMPBELL RIVER","Stream","PKO",50.048718,-125.258471,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52914,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-627900-00000-00000-0000-0000-000-000-000-000-000-000","920-627155-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52914",FALSE
9,"768","CARLSON CREEK","Stream","PKO",49.541931,-123.799667,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48758,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-162600-00000-00000-0000-0000-000-000-000-000-000-000","900-165880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48758",FALSE
10,"760","CHAPMAN CREEK","Stream","PKO",49.439278,-123.723453,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48668,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-120400-00000-00000-0000-0000-000-000-000-000-000-000","900-127577-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48668",FALSE
11,"756","CHASTER CREEK","Stream","PKO",49.390012,-123.555952,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48628,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","900-116000-00000-00000-0000-0000-000-000-000-000-000-000","900-123440-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48628",FALSE
12,"1204","CHEMAINUS RIVER","Stream","PKO",48.897926,-123.673181,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,39979,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-303500-00000-00000-0000-0000-000-000-000-000-000-000","920-302830-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_39979",FALSE
13,"1174","COOK CREEK","Stream","PKO",49.455465,-124.758293,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51314,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-507861-00000-00000-0000-0000-000-000-000-000-000-000","920-515977-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51314",FALSE
14,"1208","COWICHAN RIVER","Stream","PKO",48.753249,-123.636317,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,40019,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","920-257700-00000-00000-0000-0000-000-000-000-000-000-000","920-252823-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_40019",FALSE
15,"745","DAKOTA CREEK","Stream","PKO",49.510742,-123.494811,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50134,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-109700-00200-00000-0000-0000-000-000-000-000-000-000","900-117072-001054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50134",FALSE
16,"794","DEIGHTON CREEK","Stream","PKO",49.792878,-124.467672,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49018,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-280800-00000-00000-0000-0000-000-000-000-000-000-000","900-284292-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49018",FALSE
17,"1190","DEPARTURE CREEK","Stream","PKO",49.206425,-123.969329,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51474,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","920-400300-00000-00000-0000-0000-000-000-000-000-000-000","920-405946-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51474",FALSE
18,"780","DESERTED RIVER","Stream","PKO",50.092756,-123.742136,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48878,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-220600-00000-00000-0000-0000-000-000-000-000-000-000","900-223912-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48878",FALSE
19,"1135","DREW CREEK","Stream","PKO",50.08878,-125.192366,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52854,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-89600-00000-0000-0000-000-000-000-000-000-000","905-405793-902265-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52854",FALSE
20,"777","EARLE CREEK","Stream","PKO",49.734199,-123.881991,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48848,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-202000-00000-00000-0000-0000-000-000-000-000-000-000","900-205276-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48848",FALSE
21,"1184","ENGLISHMAN RIVER","Stream","PKO",49.325304,-124.291665,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51414,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-462800-00000-00000-0000-0000-000-000-000-000-000-000","920-470275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51414",FALSE
22,"804","FORBES BAY CREEK","Stream","PKO",50.274641,-124.621993,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49118,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-333800-00000-00000-0000-0000-000-000-000-000-000-000","900-336002-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49118",FALSE
23,"803","FORBES CREEK","Stream","PKO",50.241694,-124.590118,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49108,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-332400-00000-00000-0000-0000-000-000-000-000-000-000","900-334593-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49108",FALSE
24,"773","GRAY CREEK","Stream","PKO",49.538581,-123.765595,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48808,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-168400-00000-00000-0000-0000-000-000-000-000-000-000","900-171722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48808",FALSE
25,"398","HEADQUARTERS CREEK","Stream","PKO",49.767515,-125.118295,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,45851,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-553200-94100-43300-0000-0000-000-000-000-000-000-000","920-559826-990728-423365-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_45851",FALSE
26,"1134","HYACINTHE CREEK","Stream","PKO",50.12972,-125.239264,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52844,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-84800-00000-0000-0000-000-000-000-000-000-000","905-405793-854178-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52844",FALSE
27,"788","JEFFERD CREEK","Stream","PKO",49.774925,-124.279332,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48958,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-272400-00000-00000-0000-0000-000-000-000-000-000-000","900-275764-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48958",FALSE
28,"733","JULY CREEK","Stream","PKO",49.993116,-123.330316,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50052,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-51900-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50052",FALSE
29,"1143","KINGFISHER CREEK","Stream","PKO",50.035937,-125.280328,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52934,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-627900-03559-00000-0000-0000-000-000-000-000-000-000","920-627155-033898-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52934",FALSE
30,"809","KLITE RIVER","Stream","PKO",50.511424,-124.329455,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50464,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-349300-03300-00000-0000-0000-000-000-000-000-000-000","900-350660-051414-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50464",FALSE
31,"792","LANG CREEK","Stream","PKO",49.776337,-124.370708,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48998,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-278100-00000-00000-0000-0000-000-000-000-000-000-000","900-281581-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48998",FALSE
32,"755","LANGDALE CREEK","Stream","PKO",49.432718,-123.473793,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48618,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","14-AUG-13","900-113000-00000-00000-0000-0000-000-000-000-000-000-000","900-120511-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48618",FALSE
33,"1181","LITTLE QUALICUM RIVER","Stream","PKO",49.365102,-124.494828,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51384,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-481800-00000-00000-0000-0000-000-000-000-000-000-000","920-490278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51384",FALSE
34,"810","LITTLE TOBA RIVER","Stream","PKO",50.509709,-124.20755,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50474,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-349300-24400-00000-0000-0000-000-000-000-000-000-000","900-350660-230341-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50474",FALSE
35,"790","LOIS RIVER","Stream","PKO",49.773464,-124.330612,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,48978,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-277000-00000-00000-0000-0000-000-000-000-000-000-000","900-280522-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_48978",FALSE
36,"742","MCNAB CREEK","Stream","PKO",49.561914,-123.380541,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,50104,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-106300-00000-00000-0000-0000-000-000-000-000-000-000","900-113519-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_50104",FALSE
38,"1139","MENZIES CREEK","Stream","PKO",50.137314,-125.391175,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52894,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-646600-00000-00000-0000-0000-000-000-000-000-000-000","920-644562-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52894",FALSE
39,"1162","MILLARD CREEK","Stream","PKO",49.669457,-124.974157,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,53124,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-551800-00000-00000-0000-0000-000-000-000-000-000-000","920-558488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_53124",FALSE
40,"1140","MOHUN CREEK","Stream","PKO",50.112084,-125.373998,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52904,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-643100-00000-00000-0000-0000-000-000-000-000-000-000","920-641351-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52904",FALSE
41,"1160","MORRISON CREEK","Stream","PKO",49.688916,-125.01374,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,53104,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-553200-94200-04800-0000-0000-000-000-000-000-000-000","920-559826-984406-044942-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_53104",FALSE
42,"1194","NANAIMO RIVER","Stream","PKO",49.138378,-123.895827,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51514,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-384400-00000-00000-0000-0000-000-000-000-000-000-000","920-388982-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51514",FALSE
43,"373","NAPOLEON CREEK","Stream","PKO",49.069835,-123.865214,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,45718,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-384400-11200-05600-0000-0000-000-000-000-000-000-000","920-388982-116625-056630-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_45718",FALSE
44,"1178","NILE CREEK","Stream","PKO",49.420272,-124.64035,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,51354,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-494300-00000-00000-0000-0000-000-000-000-000-000-000","920-502507-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_51354",FALSE
45,"799","OKEOVER CREEK","Stream","PKO",49.964019,-124.675504,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,49068,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-303400-00000-00000-0000-0000-000-000-000-000-000-000","900-305975-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_49068",FALSE
46,"1133","OPEN BAY CREEK","Stream","PKO",50.139356,-125.218064,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.02849715,-124.1823619,"Current","3","PKO-3",3,52834,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-82400-00000-0000-0000-000-000-000-000-000-000","905-405793-829793-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_52834",FALSE
