"","area","river","site","year","escapement","returns","recruits","survival"
"2645","12","MACKENZIE RIVER","39","2010",60,61.8556701030928,NA,NA
"2646","12","MACKENZIE RIVER","39","2011",NA,NA,NA,NA
"2647","12","MACKENZIE RIVER","39","2012",NA,NA,NA,NA
"2648","12","MACKENZIE RIVER","39","2013",NA,NA,NA,NA
"2649","12","MACKENZIE RIVER","39","2014",NA,NA,NA,NA
"2650","12","MACKENZIE RIVER","39","2015",NA,NA,NA,NA
"2651","12","MACKENZIE RIVER","39","2016",NA,NA,NA,NA
"2652","12","MACKENZIE RIVER","39","2017",NA,NA,NA,NA
"2653","12","MAPLE CREEK","40","1950",NA,NA,NA,NA
"2654","12","MAPLE CREEK","40","1951",NA,NA,NA,NA
"2655","12","MAPLE CREEK","40","1952",NA,NA,NA,NA
"2656","12","MAPLE CREEK","40","1953",200,NA,NA,NA
"2657","12","MAPLE CREEK","40","1954",200,229.885057471264,NA,NA
"2658","12","MAPLE CREEK","40","1955",25,28.4090909090909,NA,NA
"2659","12","MAPLE CREEK","40","1956",NA,NA,NA,NA
"2660","12","MAPLE CREEK","40","1957",NA,NA,NA,NA
"2661","12","MAPLE CREEK","40","1958",NA,NA,NA,NA
"2662","12","MAPLE CREEK","40","1959",NA,NA,NA,NA
"2663","12","MAPLE CREEK","40","1960",NA,NA,NA,NA
"2664","12","MAPLE CREEK","40","1961",NA,NA,NA,NA
"2665","12","MAPLE CREEK","40","1962",NA,NA,NA,NA
"2666","12","MAPLE CREEK","40","1963",NA,NA,NA,NA
"2667","12","MAPLE CREEK","40","1964",NA,NA,NA,NA
"2668","12","MAPLE CREEK","40","1965",NA,NA,NA,NA
"2669","12","MAPLE CREEK","40","1966",NA,NA,NA,NA
"2670","12","MAPLE CREEK","40","1967",NA,NA,NA,NA
"2671","12","MAPLE CREEK","40","1968",NA,NA,NA,NA
"2672","12","MAPLE CREEK","40","1969",NA,NA,NA,NA
"2673","12","MAPLE CREEK","40","1970",NA,NA,NA,NA
"2674","12","MAPLE CREEK","40","1971",NA,NA,NA,NA
"2675","12","MAPLE CREEK","40","1972",NA,NA,NA,NA
"2676","12","MAPLE CREEK","40","1973",NA,NA,NA,NA
"2677","12","MAPLE CREEK","40","1974",NA,NA,NA,NA
"2678","12","MAPLE CREEK","40","1975",NA,NA,NA,NA
"2679","12","MAPLE CREEK","40","1976",NA,NA,NA,NA
"2680","12","MAPLE CREEK","40","1977",NA,NA,NA,NA
"2681","12","MAPLE CREEK","40","1978",NA,NA,NA,NA
"2682","12","MAPLE CREEK","40","1979",NA,NA,NA,NA
"2683","12","MAPLE CREEK","40","1980",NA,NA,NA,NA
"2684","12","MAPLE CREEK","40","1981",NA,NA,NA,NA
"2685","12","MAPLE CREEK","40","1982",NA,NA,NA,NA
"2686","12","MAPLE CREEK","40","1983",NA,NA,NA,NA
"2687","12","MAPLE CREEK","40","1984",NA,NA,NA,NA
"2688","12","MAPLE CREEK","40","1985",NA,NA,NA,NA
"2689","12","MAPLE CREEK","40","1986",NA,NA,NA,NA
"2690","12","MAPLE CREEK","40","1987",NA,NA,NA,NA
"2691","12","MAPLE CREEK","40","1988",NA,NA,NA,NA
"2692","12","MAPLE CREEK","40","1989",NA,NA,NA,NA
"2693","12","MAPLE CREEK","40","1990",NA,NA,NA,NA
"2694","12","MAPLE CREEK","40","1991",NA,NA,NA,NA
"2695","12","MAPLE CREEK","40","1992",NA,NA,NA,NA
"2696","12","MAPLE CREEK","40","1993",NA,NA,NA,NA
"2697","12","MAPLE CREEK","40","1994",NA,NA,NA,NA
"2698","12","MAPLE CREEK","40","1995",NA,NA,NA,NA
"2699","12","MAPLE CREEK","40","1996",NA,NA,NA,NA
"2700","12","MAPLE CREEK","40","1997",NA,NA,NA,NA
"2701","12","MAPLE CREEK","40","1998",NA,NA,NA,NA
"2702","12","MAPLE CREEK","40","1999",NA,NA,NA,NA
"2703","12","MAPLE CREEK","40","2000",NA,NA,NA,NA
"2704","12","MAPLE CREEK","40","2001",NA,NA,NA,NA
"2705","12","MAPLE CREEK","40","2002",NA,NA,NA,NA
"2706","12","MAPLE CREEK","40","2003",NA,NA,NA,NA
"2707","12","MAPLE CREEK","40","2004",NA,NA,NA,NA
"2708","12","MAPLE CREEK","40","2005",NA,NA,NA,NA
"2709","12","MAPLE CREEK","40","2006",NA,NA,NA,NA
"2710","12","MAPLE CREEK","40","2007",NA,NA,NA,NA
"2711","12","MAPLE CREEK","40","2008",NA,NA,NA,NA
"2712","12","MAPLE CREEK","40","2009",NA,NA,NA,NA
"2713","12","MAPLE CREEK","40","2010",NA,NA,NA,NA
"2714","12","MAPLE CREEK","40","2011",NA,NA,NA,NA
"2715","12","MAPLE CREEK","40","2012",NA,NA,NA,NA
"2716","12","MAPLE CREEK","40","2013",NA,NA,NA,NA
"2717","12","MAPLE CREEK","40","2014",NA,NA,NA,NA
"2718","12","MAPLE CREEK","40","2015",NA,NA,NA,NA
"2719","12","MAPLE CREEK","40","2016",NA,NA,NA,NA
"2720","12","MAPLE CREEK","40","2017",NA,NA,NA,NA
"2721","12","MARION CREEK","41","1950",NA,NA,NA,NA
"2722","12","MARION CREEK","41","1951",NA,NA,4717.97413793103,NA
"2723","12","MARION CREEK","41","1952",NA,NA,2376.9476744186,NA
"2724","12","MARION CREEK","41","1953",3500,NA,3168.68217054264,-0.0994471861130318
"2725","12","MARION CREEK","41","1954",7500,8620.68965517241,5369.99925836919,-0.334075250127797
"2726","12","MARION CREEK","41","1955",3500,3977.27272727273,3757.42627259426,0.0709712525583894
"2727","12","MARION CREEK","41","1956",1500,1666.66666666667,NA,NA
"2728","12","MARION CREEK","41","1957",3500,4069.76744186047,NA,NA
"2729","12","MARION CREEK","41","1958",7500,7978.72340425532,NA,NA
"2730","12","MARION CREEK","41","1959",400,434.782608695652,1065.53016241911,0.979763212260059
"2731","12","MARION CREEK","41","1960",750,824.175824175824,709.658561041629,-0.0552892521058245
"2732","12","MARION CREEK","41","1961",NA,NA,78.3888926190856,NA
"2733","12","MARION CREEK","41","1962",75,81.5217391304348,640.927523321903,2.14542826885112
"2734","12","MARION CREEK","41","1963",1500,1546.39175257732,191.310134049442,-2.05932453740297
"2735","12","MARION CREEK","41","1964",200,222.222222222222,308.515811162329,0.433455727225827
"2736","12","MARION CREEK","41","1965",25,26.3157894736842,158.101711505039,1.84436274474745
"2737","12","MARION CREEK","41","1966",750,757.575757575758,NA,NA
"2738","12","MARION CREEK","41","1967",200,202.020202020202,NA,NA
"2739","12","MARION CREEK","41","1968",200,210.526315789474,NA,NA
"2740","12","MARION CREEK","41","1969",200,212.765957446809,6958.10414550159,3.54934495678704
"2741","12","MARION CREEK","41","1970",1500,1578.94736842105,3384.04699436047,0.813607220761747
"2742","12","MARION CREEK","41","1971",NA,NA,2504.16249374121,NA
"2743","12","MARION CREEK","41","1972",400,416.666666666667,4688.70749196798,2.46144768828444
"2744","12","MARION CREEK","41","1973",6000,6741.57303370786,7815.40439935206,0.264337239864744
"2745","12","MARION CREEK","41","1974",5000,5813.95348837209,5037.56060378196,0.00748404529377185
"2746","12","MARION CREEK","41","1975",3000,3092.78350515464,970.440117660911,-1.12861786950961
"2747","12","MARION CREEK","41","1976",3000,3260.86956521739,2481.29277756572,-0.189832583034606
"2748","12","MARION CREEK","41","1977",8800,9777.77777777778,4298.19001830044,-0.716557713375493
"2749","12","MARION CREEK","41","1978",3000,3061.22448979592,4874.53023346377,0.485411448772144
"2750","12","MARION CREEK","41","1979",1000,1098.9010989011,3051.38306136752,1.11559495057961
"2751","12","MARION CREEK","41","1980",2500,2551.02040816327,908.890900293706,-1.01182094556108
"2752","12","MARION CREEK","41","1981",3800,4042.55319148936,1999.31296225644,-0.642197464060297
"2753","12","MARION CREEK","41","1982",4500,4545.45454545455,1201.1129361561,-1.32082882299862
"2754","12","MARION CREEK","41","1983",3500,3846.15384615385,260.719725105692,-2.59707226731477
"2755","12","MARION CREEK","41","1984",350,353.535353535354,1214.84388115482,1.24443770015858
"2756","12","MARION CREEK","41","1985",3000,3000,132.575401001955,-3.11921601991388
"2757","12","MARION CREEK","41","1986",100,102.040816326531,NA,NA
"2758","12","MARION CREEK","41","1987",50,53.1914893617021,NA,NA
"2759","12","MARION CREEK","41","1988",1500,1515.15151515152,NA,NA
"2760","12","MARION CREEK","41","1989",25,26.8817204301075,NA,NA
"2761","12","MARION CREEK","41","1990",200,215.05376344086,NA,NA
"2762","12","MARION CREEK","41","1991",NA,NA,NA,NA
"2763","12","MARION CREEK","41","1992",NA,NA,NA,NA
"2764","12","MARION CREEK","41","1993",NA,NA,NA,NA
"2765","12","MARION CREEK","41","1994",NA,NA,NA,NA
"2766","12","MARION CREEK","41","1995",NA,NA,NA,NA
"2767","12","MARION CREEK","41","1996",NA,NA,NA,NA
"2768","12","MARION CREEK","41","1997",NA,NA,NA,NA
"2769","12","MARION CREEK","41","1998",300,306.122448979592,NA,NA
"2770","12","MARION CREEK","41","1999",NA,NA,NA,NA
"2771","12","MARION CREEK","41","2000",NA,NA,NA,NA
"2772","12","MARION CREEK","41","2001",NA,NA,NA,NA
"2773","12","MARION CREEK","41","2002",NA,NA,NA,NA
"2774","12","MARION CREEK","41","2003",NA,NA,NA,NA
"2775","12","MARION CREEK","41","2004",NA,NA,NA,NA
"2776","12","MARION CREEK","41","2005",NA,NA,NA,NA
"2777","12","MARION CREEK","41","2006",NA,NA,NA,NA
"2778","12","MARION CREEK","41","2007",NA,NA,NA,NA
"2779","12","MARION CREEK","41","2008",NA,NA,NA,NA
"2780","12","MARION CREEK","41","2009",NA,NA,NA,NA
"2781","12","MARION CREEK","41","2010",NA,NA,NA,NA
"2782","12","MARION CREEK","41","2011",NA,NA,NA,NA
"2783","12","MARION CREEK","41","2012",NA,NA,NA,NA
"2784","12","MARION CREEK","41","2013",NA,NA,NA,NA
"2785","12","MARION CREEK","41","2014",NA,NA,NA,NA
"2786","12","MARION CREEK","41","2015",NA,NA,NA,NA
"2787","12","MARION CREEK","41","2016",NA,NA,NA,NA
"2788","12","MARION CREEK","41","2017",NA,NA,NA,NA
"2789","12","MATSIU CREEK","42","1950",NA,NA,NA,NA
"2790","12","MATSIU CREEK","42","1951",NA,NA,47.0265804597701,NA
"2791","12","MATSIU CREEK","42","1952",NA,NA,NA,NA
"2792","12","MATSIU CREEK","42","1953",75,NA,NA,NA
"2793","12","MATSIU CREEK","42","1954",25,28.735632183908,NA,NA
"2794","12","MATSIU CREEK","42","1955",25,28.4090909090909,NA,NA
"2795","12","MATSIU CREEK","42","1956",200,222.222222222222,NA,NA
"2796","12","MATSIU CREEK","42","1957",NA,NA,NA,NA
"2797","12","MATSIU CREEK","42","1958",200,212.765957446809,NA,NA
"2798","12","MATSIU CREEK","42","1959",NA,NA,NA,NA
"2799","12","MATSIU CREEK","42","1960",NA,NA,NA,NA
"2800","12","MATSIU CREEK","42","1961",25,28.0898876404494,NA,NA
"2801","12","MATSIU CREEK","42","1962",NA,NA,NA,NA
"2802","12","MATSIU CREEK","42","1963",NA,NA,NA,NA
"2803","12","MATSIU CREEK","42","1964",NA,NA,NA,NA
"2804","12","MATSIU CREEK","42","1965",NA,NA,NA,NA
"2805","12","MATSIU CREEK","42","1966",NA,NA,NA,NA
"2806","12","MATSIU CREEK","42","1967",NA,NA,NA,NA
"2807","12","MATSIU CREEK","42","1968",NA,NA,NA,NA
"2808","12","MATSIU CREEK","42","1969",NA,NA,NA,NA
"2809","12","MATSIU CREEK","42","1970",NA,NA,NA,NA
"2810","12","MATSIU CREEK","42","1971",NA,NA,NA,NA
"2811","12","MATSIU CREEK","42","1972",NA,NA,NA,NA
"2812","12","MATSIU CREEK","42","1973",NA,NA,NA,NA
"2813","12","MATSIU CREEK","42","1974",NA,NA,NA,NA
"2814","12","MATSIU CREEK","42","1975",NA,NA,NA,NA
"2815","12","MATSIU CREEK","42","1976",NA,NA,NA,NA
"2816","12","MATSIU CREEK","42","1977",NA,NA,NA,NA
"2817","12","MATSIU CREEK","42","1978",NA,NA,NA,NA
"2818","12","MATSIU CREEK","42","1979",NA,NA,NA,NA
"2819","12","MATSIU CREEK","42","1980",150,153.061224489796,NA,NA
"2820","12","MATSIU CREEK","42","1981",NA,NA,NA,NA
"2821","12","MATSIU CREEK","42","1982",NA,NA,NA,NA
"2822","12","MATSIU CREEK","42","1983",NA,NA,NA,NA
"2823","12","MATSIU CREEK","42","1984",NA,NA,NA,NA
"2824","12","MATSIU CREEK","42","1985",NA,NA,NA,NA
"2825","12","MATSIU CREEK","42","1986",NA,NA,NA,NA
"2826","12","MATSIU CREEK","42","1987",NA,NA,NA,NA
"2827","12","MATSIU CREEK","42","1988",250,252.525252525253,NA,NA
"2828","12","MATSIU CREEK","42","1989",NA,NA,NA,NA
"2829","12","MATSIU CREEK","42","1990",NA,NA,NA,NA
"2830","12","MATSIU CREEK","42","1991",NA,NA,NA,NA
"2831","12","MATSIU CREEK","42","1992",50,51.5463917525773,NA,NA
"2832","12","MATSIU CREEK","42","1993",NA,NA,NA,NA
"2833","12","MATSIU CREEK","42","1994",NA,NA,NA,NA
"2834","12","MATSIU CREEK","42","1995",NA,NA,NA,NA
"2835","12","MATSIU CREEK","42","1996",NA,NA,NA,NA
"2836","12","MATSIU CREEK","42","1997",NA,NA,NA,NA
"2837","12","MATSIU CREEK","42","1998",150,153.061224489796,NA,NA
"2838","12","MATSIU CREEK","42","1999",NA,NA,NA,NA
"2839","12","MATSIU CREEK","42","2000",NA,NA,NA,NA
"2840","12","MATSIU CREEK","42","2001",NA,NA,NA,NA
"2841","12","MATSIU CREEK","42","2002",NA,NA,NA,NA
"2842","12","MATSIU CREEK","42","2003",NA,NA,NA,NA
"2843","12","MATSIU CREEK","42","2004",NA,NA,NA,NA
"2844","12","MATSIU CREEK","42","2005",105,112.903225806452,NA,NA
"2845","12","MATSIU CREEK","42","2006",NA,NA,NA,NA
"2846","12","MATSIU CREEK","42","2007",NA,NA,NA,NA
"2847","12","MATSIU CREEK","42","2008",NA,NA,NA,NA
"2848","12","MATSIU CREEK","42","2009",NA,NA,NA,NA
"2849","12","MATSIU CREEK","42","2010",NA,NA,NA,NA
"2850","12","MATSIU CREEK","42","2011",NA,NA,NA,NA
"2851","12","MATSIU CREEK","42","2012",NA,NA,NA,NA
"2852","12","MATSIU CREEK","42","2013",NA,NA,NA,NA
"2853","12","MATSIU CREEK","42","2014",NA,NA,NA,NA
"2854","12","MATSIU CREEK","42","2015",NA,NA,NA,NA
"2855","12","MATSIU CREEK","42","2016",NA,NA,NA,NA
"2856","12","MATSIU CREEK","42","2017",NA,NA,NA,NA
"2857","12","MCALISTER CREEK","43","1950",NA,NA,NA,NA
"2858","12","MCALISTER CREEK","43","1951",NA,NA,NA,NA
"2859","12","MCALISTER CREEK","43","1952",NA,NA,NA,NA
"2860","12","MCALISTER CREEK","43","1953",NA,NA,NA,NA
"2861","12","MCALISTER CREEK","43","1954",NA,NA,NA,NA
"2862","12","MCALISTER CREEK","43","1955",NA,NA,NA,NA
"2863","12","MCALISTER CREEK","43","1956",NA,NA,NA,NA
"2864","12","MCALISTER CREEK","43","1957",NA,NA,NA,NA
"2865","12","MCALISTER CREEK","43","1958",NA,NA,NA,NA
"2866","12","MCALISTER CREEK","43","1959",NA,NA,NA,NA
"2867","12","MCALISTER CREEK","43","1960",NA,NA,NA,NA
"2868","12","MCALISTER CREEK","43","1961",NA,NA,NA,NA
"2869","12","MCALISTER CREEK","43","1962",NA,NA,NA,NA
"2870","12","MCALISTER CREEK","43","1963",NA,NA,NA,NA
"2871","12","MCALISTER CREEK","43","1964",NA,NA,NA,NA
"2872","12","MCALISTER CREEK","43","1965",NA,NA,NA,NA
"2873","12","MCALISTER CREEK","43","1966",NA,NA,NA,NA
"2874","12","MCALISTER CREEK","43","1967",NA,NA,16.102439305921,NA
"2875","12","MCALISTER CREEK","43","1968",NA,NA,NA,NA
"2876","12","MCALISTER CREEK","43","1969",NA,NA,NA,NA
"2877","12","MCALISTER CREEK","43","1970",25,26.3157894736842,NA,NA
"2878","12","MCALISTER CREEK","43","1971",25,28.0898876404494,NA,NA
"2879","12","MCALISTER CREEK","43","1972",25,26.0416666666667,NA,NA
"2880","12","MCALISTER CREEK","43","1973",NA,NA,NA,NA
"2881","12","MCALISTER CREEK","43","1974",6,6.97674418604651,NA,NA
"2882","12","MCALISTER CREEK","43","1975",NA,NA,NA,NA
"2883","12","MCALISTER CREEK","43","1976",25,27.1739130434783,NA,NA
"2884","12","MCALISTER CREEK","43","1977",NA,NA,NA,NA
"2885","12","MCALISTER CREEK","43","1978",65,66.3265306122449,NA,NA
"2886","12","MCALISTER CREEK","43","1979",25,27.4725274725275,NA,NA
"2887","12","MCALISTER CREEK","43","1980",NA,NA,NA,NA
"2888","12","MCALISTER CREEK","43","1981",NA,NA,NA,NA
"2889","12","MCALISTER CREEK","43","1982",30,30.3030303030303,NA,NA
"2890","12","MCALISTER CREEK","43","1983",2,2.1978021978022,NA,NA
"2891","12","MCALISTER CREEK","43","1984",NA,NA,NA,NA
"2892","12","MCALISTER CREEK","43","1985",NA,NA,NA,NA
"2893","12","MCALISTER CREEK","43","1986",20,20.4081632653061,NA,NA
"2894","12","MCALISTER CREEK","43","1987",NA,NA,NA,NA
"2895","12","MCALISTER CREEK","43","1988",NA,NA,NA,NA
"2896","12","MCALISTER CREEK","43","1989",NA,NA,NA,NA
"2897","12","MCALISTER CREEK","43","1990",NA,NA,NA,NA
"2898","12","MCALISTER CREEK","43","1991",NA,NA,NA,NA
"2899","12","MCALISTER CREEK","43","1992",NA,NA,NA,NA
"2900","12","MCALISTER CREEK","43","1993",NA,NA,NA,NA
"2901","12","MCALISTER CREEK","43","1994",NA,NA,NA,NA
"2902","12","MCALISTER CREEK","43","1995",NA,NA,NA,NA
"2903","12","MCALISTER CREEK","43","1996",5,5.31914893617021,NA,NA
"2904","12","MCALISTER CREEK","43","1997",NA,NA,NA,NA
"2905","12","MCALISTER CREEK","43","1998",NA,NA,NA,NA
"2906","12","MCALISTER CREEK","43","1999",NA,NA,NA,NA
"2907","12","MCALISTER CREEK","43","2000",NA,NA,NA,NA
"2908","12","MCALISTER CREEK","43","2001",NA,NA,NA,NA
"2909","12","MCALISTER CREEK","43","2002",NA,NA,NA,NA
"2910","12","MCALISTER CREEK","43","2003",NA,NA,NA,NA
"2911","12","MCALISTER CREEK","43","2004",NA,NA,NA,NA
"2912","12","MCALISTER CREEK","43","2005",NA,NA,NA,NA
"2913","12","MCALISTER CREEK","43","2006",NA,NA,NA,NA
"2914","12","MCALISTER CREEK","43","2007",NA,NA,NA,NA
"2915","12","MCALISTER CREEK","43","2008",NA,NA,NA,NA
"2916","12","MCALISTER CREEK","43","2009",NA,NA,NA,NA
"2917","12","MCALISTER CREEK","43","2010",NA,NA,NA,NA
"2918","12","MCALISTER CREEK","43","2011",NA,NA,NA,NA
"2919","12","MCALISTER CREEK","43","2012",NA,NA,NA,NA
"2920","12","MCALISTER CREEK","43","2013",NA,NA,NA,NA
"2921","12","MCALISTER CREEK","43","2014",NA,NA,NA,NA
"2922","12","MCALISTER CREEK","43","2015",NA,NA,NA,NA
"2923","12","MCALISTER CREEK","43","2016",NA,NA,NA,NA
"2924","12","MCALISTER CREEK","43","2017",NA,NA,NA,NA
"2925","12","MILLS CREEK","44","1950",NA,NA,NA,NA
"2926","12","MILLS CREEK","44","1951",NA,NA,1198.47126436782,NA
"2927","12","MILLS CREEK","44","1952",NA,NA,425.325581395349,NA
"2928","12","MILLS CREEK","44","1953",400,NA,254.051679586563,-0.453926837845996
"2929","12","MILLS CREEK","44","1954",3500,4022.98850574713,289.729229695978,-2.49157145136119
"2930","12","MILLS CREEK","44","1955",400,454.545454545455,206.659375679589,-0.660392637329001
"2931","12","MILLS CREEK","44","1956",400,444.444444444444,278.01376144873,-0.363793933028374
"2932","12","MILLS CREEK","44","1957",200,232.558139534884,NA,NA
"2933","12","MILLS CREEK","44","1958",400,425.531914893617,NA,NA
"2934","12","MILLS CREEK","44","1959",25,27.1739130434783,NA,NA
"2935","12","MILLS CREEK","44","1960",400,439.56043956044,NA,NA
"2936","12","MILLS CREEK","44","1961",200,224.719101123595,240.695732114833,0.185216246944749
"2937","12","MILLS CREEK","44","1962",NA,NA,91.4266454707602,NA
"2938","12","MILLS CREEK","44","1963",NA,NA,21.2407242647528,NA
"2939","12","MILLS CREEK","44","1964",750,833.333333333333,82.0960516058174,-2.21218328372763
"2940","12","MILLS CREEK","44","1965",75,78.9473684210526,NA,NA
"2941","12","MILLS CREEK","44","1966",75,75.7575757575758,NA,NA
"2942","12","MILLS CREEK","44","1967",25,25.2525252525253,NA,NA
"2943","12","MILLS CREEK","44","1968",75,78.9473684210526,NA,NA
"2944","12","MILLS CREEK","44","1969",25,26.5957446808511,NA,NA
"2945","12","MILLS CREEK","44","1970",NA,NA,NA,NA
"2946","12","MILLS CREEK","44","1971",NA,NA,NA,NA
"2947","12","MILLS CREEK","44","1972",30,31.25,NA,NA
"2948","12","MILLS CREEK","44","1973",100,112.359550561798,NA,NA
"2949","12","MILLS CREEK","44","1974",NA,NA,NA,NA
"2950","12","MILLS CREEK","44","1975",NA,NA,NA,NA
"2951","12","MILLS CREEK","44","1976",25,27.1739130434783,NA,NA
"2952","12","MILLS CREEK","44","1977",NA,NA,NA,NA
"2953","12","MILLS CREEK","44","1978",NA,NA,NA,NA
"2954","12","MILLS CREEK","44","1979",NA,NA,NA,NA
"2955","12","MILLS CREEK","44","1980",NA,NA,NA,NA
"2956","12","MILLS CREEK","44","1981",NA,NA,NA,NA
"2957","12","MILLS CREEK","44","1982",NA,NA,216.358089256209,NA
"2958","12","MILLS CREEK","44","1983",NA,NA,196.118204625933,NA
"2959","12","MILLS CREEK","44","1984",NA,NA,NA,NA
"2960","12","MILLS CREEK","44","1985",20,20,NA,NA
"2961","12","MILLS CREEK","44","1986",250,255.102040816327,NA,NA
"2962","12","MILLS CREEK","44","1987",35,37.2340425531915,NA,NA
"2963","12","MILLS CREEK","44","1988",1000,1010.10101010101,NA,NA
"2964","12","MILLS CREEK","44","1989",NA,NA,NA,NA
"2965","12","MILLS CREEK","44","1990",10,10.752688172043,NA,NA
"2966","12","MILLS CREEK","44","1991",NA,NA,NA,NA
"2967","12","MILLS CREEK","44","1992",NA,NA,NA,NA
"2968","12","MILLS CREEK","44","1993",NA,NA,237.015566043216,NA
"2969","12","MILLS CREEK","44","1994",NA,NA,NA,NA
"2970","12","MILLS CREEK","44","1995",NA,NA,NA,NA
"2971","12","MILLS CREEK","44","1996",200,212.765957446809,NA,NA
"2972","12","MILLS CREEK","44","1997",200,210.526315789474,NA,NA
"2973","12","MILLS CREEK","44","1998",300,306.122448979592,NA,NA
"2974","12","MILLS CREEK","44","1999",NA,NA,NA,NA
"2975","12","MILLS CREEK","44","2000",NA,NA,NA,NA
"2976","12","MILLS CREEK","44","2001",NA,NA,NA,NA
"2977","12","MILLS CREEK","44","2002",NA,NA,NA,NA
"2978","12","MILLS CREEK","44","2003",NA,NA,NA,NA
"2979","12","MILLS CREEK","44","2004",NA,NA,NA,NA
"2980","12","MILLS CREEK","44","2005",NA,NA,NA,NA
"2981","12","MILLS CREEK","44","2006",NA,NA,NA,NA
"2982","12","MILLS CREEK","44","2007",NA,NA,NA,NA
"2983","12","MILLS CREEK","44","2008",NA,NA,NA,NA
"2984","12","MILLS CREEK","44","2009",NA,NA,NA,NA
"2985","12","MILLS CREEK","44","2010",NA,NA,NA,NA
"2986","12","MILLS CREEK","44","2011",NA,NA,NA,NA
"2987","12","MILLS CREEK","44","2012",NA,NA,NA,NA
"2988","12","MILLS CREEK","44","2013",NA,NA,NA,NA
"2989","12","MILLS CREEK","44","2014",NA,NA,NA,NA
"2990","12","MILLS CREEK","44","2015",NA,NA,NA,NA
"2991","12","MILLS CREEK","44","2016",NA,NA,NA,NA
"2992","12","MILLS CREEK","44","2017",NA,NA,NA,NA
"2993","12","NAHWITTI RIVER","45","1950",NA,NA,NA,NA
"2994","12","NAHWITTI RIVER","45","1951",NA,NA,NA,NA
"2995","12","NAHWITTI RIVER","45","1952",NA,NA,NA,NA
"2996","12","NAHWITTI RIVER","45","1953",NA,NA,1557.05426356589,NA
"2997","12","NAHWITTI RIVER","45","1954",1500,1724.13793103448,1268.29714836304,-0.167789935412535
"2998","12","NAHWITTI RIVER","45","1955",NA,NA,750.538619441153,NA
"2999","12","NAHWITTI RIVER","45","1956",1500,1666.66666666667,296.057423622643,-1.62266695285642
"3000","12","NAHWITTI RIVER","45","1957",1500,1744.18604651163,379.846577932756,-1.37345295817795
"3001","12","NAHWITTI RIVER","45","1958",1500,1595.74468085106,179.847654310822,-2.121110259509
"3002","12","NAHWITTI RIVER","45","1959",75,81.5217391304348,700.159531768963,2.23382009806835
"3003","12","NAHWITTI RIVER","45","1960",400,439.56043956044,371.585827365678,-0.0736846803851915
"3004","12","NAHWITTI RIVER","45","1961",200,224.719101123595,243.285563861776,0.195918546757579
"3005","12","NAHWITTI RIVER","45","1962",750,815.217391304348,NA,NA
"3006","12","NAHWITTI RIVER","45","1963",75,77.319587628866,NA,NA
"3007","12","NAHWITTI RIVER","45","1964",400,444.444444444444,NA,NA
"3008","12","NAHWITTI RIVER","45","1965",200,210.526315789474,NA,NA
"3009","12","NAHWITTI RIVER","45","1966",750,757.575757575758,NA,NA
"3010","12","NAHWITTI RIVER","45","1967",NA,NA,NA,NA
"3011","12","NAHWITTI RIVER","45","1968",NA,NA,NA,NA
"3012","12","NAHWITTI RIVER","45","1969",NA,NA,NA,NA
"3013","12","NAHWITTI RIVER","45","1970",750,789.473684210526,NA,NA
"3014","12","NAHWITTI RIVER","45","1971",NA,NA,NA,NA
"3015","12","NAHWITTI RIVER","45","1972",NA,NA,NA,NA
"3016","12","NAHWITTI RIVER","45","1973",NA,NA,NA,NA
"3017","12","NAHWITTI RIVER","45","1974",NA,NA,NA,NA
"3018","12","NAHWITTI RIVER","45","1975",15,15.4639175257732,NA,NA
"3019","12","NAHWITTI RIVER","45","1976",NA,NA,NA,NA
"3020","12","NAHWITTI RIVER","45","1977",NA,NA,NA,NA
"3021","12","NAHWITTI RIVER","45","1978",NA,NA,NA,NA
"3022","12","NAHWITTI RIVER","45","1979",NA,NA,NA,NA
"3023","12","NAHWITTI RIVER","45","1980",NA,NA,NA,NA
"3024","12","NAHWITTI RIVER","45","1981",NA,NA,NA,NA
"3025","12","NAHWITTI RIVER","45","1982",NA,NA,NA,NA
"3026","12","NAHWITTI RIVER","45","1983",NA,NA,NA,NA
"3027","12","NAHWITTI RIVER","45","1984",NA,NA,NA,NA
"3028","12","NAHWITTI RIVER","45","1985",NA,NA,NA,NA
"3029","12","NAHWITTI RIVER","45","1986",NA,NA,NA,NA
"3030","12","NAHWITTI RIVER","45","1987",NA,NA,NA,NA
"3031","12","NAHWITTI RIVER","45","1988",NA,NA,NA,NA
"3032","12","NAHWITTI RIVER","45","1989",NA,NA,NA,NA
"3033","12","NAHWITTI RIVER","45","1990",10,10.752688172043,NA,NA
"3034","12","NAHWITTI RIVER","45","1991",NA,NA,NA,NA
"3035","12","NAHWITTI RIVER","45","1992",NA,NA,NA,NA
"3036","12","NAHWITTI RIVER","45","1993",NA,NA,NA,NA
"3037","12","NAHWITTI RIVER","45","1994",NA,NA,NA,NA
"3038","12","NAHWITTI RIVER","45","1995",300,326.086956521739,NA,NA
"3039","12","NAHWITTI RIVER","45","1996",NA,NA,NA,NA
"3040","12","NAHWITTI RIVER","45","1997",450,473.684210526316,NA,NA
"3041","12","NAHWITTI RIVER","45","1998",350,357.142857142857,NA,NA
"3042","12","NAHWITTI RIVER","45","1999",NA,NA,NA,NA
