"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"2988",2013,12,"KWALATE CREEK",NA,NA,NA,0.0164482623776054,NA
"2989",2014,12,"KWALATE CREEK",NA,NA,NA,0.0114891151557245,NA
"2990",2015,12,"KWALATE CREEK",NA,NA,NA,0.0135595098287899,NA
"2991",2016,12,"KWALATE CREEK",NA,NA,NA,0.00202795595384339,NA
"2992",2017,12,"KWALATE CREEK",NA,NA,NA,0.00376400621171083,NA
"2993",1950,12,"LULL CREEK",NA,NA,NA,NA,NA
"2994",1951,12,"LULL CREEK",NA,NA,NA,NA,NA
"2995",1952,12,"LULL CREEK",NA,NA,NA,NA,NA
"2996",1953,12,"LULL CREEK",NA,NA,NA,NA,NA
"2997",1954,12,"LULL CREEK",NA,NA,NA,NA,NA
"2998",1955,12,"LULL CREEK",NA,NA,NA,NA,NA
"2999",1956,12,"LULL CREEK",NA,NA,NA,NA,NA
"3000",1957,12,"LULL CREEK",NA,NA,NA,NA,NA
"3001",1958,12,"LULL CREEK",NA,NA,NA,NA,NA
"3002",1959,12,"LULL CREEK",NA,NA,NA,NA,NA
"3003",1960,12,"LULL CREEK",NA,NA,NA,NA,NA
"3004",1961,12,"LULL CREEK",NA,NA,NA,NA,NA
"3005",1962,12,"LULL CREEK",NA,NA,NA,NA,NA
"3006",1963,12,"LULL CREEK",NA,NA,NA,NA,NA
"3007",1964,12,"LULL CREEK",75,NA,NA,NA,NA
"3008",1965,12,"LULL CREEK",25,NA,NA,NA,NA
"3009",1966,12,"LULL CREEK",25,NA,NA,NA,NA
"3010",1967,12,"LULL CREEK",NA,NA,NA,NA,NA
"3011",1968,12,"LULL CREEK",NA,NA,NA,NA,NA
"3012",1969,12,"LULL CREEK",NA,NA,NA,NA,NA
"3013",1970,12,"LULL CREEK",NA,NA,NA,NA,NA
"3014",1971,12,"LULL CREEK",NA,NA,NA,NA,NA
"3015",1972,12,"LULL CREEK",NA,NA,NA,NA,NA
"3016",1973,12,"LULL CREEK",NA,NA,NA,NA,NA
"3017",1974,12,"LULL CREEK",NA,NA,NA,NA,NA
"3018",1975,12,"LULL CREEK",NA,NA,NA,NA,NA
"3019",1976,12,"LULL CREEK",NA,NA,NA,NA,NA
"3020",1977,12,"LULL CREEK",NA,NA,NA,NA,NA
"3021",1978,12,"LULL CREEK",NA,NA,NA,NA,NA
"3022",1979,12,"LULL CREEK",NA,NA,NA,NA,NA
"3023",1980,12,"LULL CREEK",NA,NA,NA,NA,NA
"3024",1981,12,"LULL CREEK",25,NA,NA,NA,NA
"3025",1982,12,"LULL CREEK",10,NA,NA,NA,NA
"3026",1983,12,"LULL CREEK",NA,NA,NA,0.866057834110302,NA
"3027",1984,12,"LULL CREEK",NA,NA,NA,0.775693911882616,NA
"3028",1985,12,"LULL CREEK",NA,NA,NA,0.804617873469269,NA
"3029",1986,12,"LULL CREEK",NA,NA,NA,0.736636297568,NA
"3030",1987,12,"LULL CREEK",NA,NA,NA,0.620278215303934,NA
"3031",1988,12,"LULL CREEK",NA,NA,NA,0.662968422357177,NA
"3032",1989,12,"LULL CREEK",NA,NA,NA,0.758563000132309,NA
"3033",1990,12,"LULL CREEK",NA,NA,NA,0.551771761004763,NA
"3034",1991,12,"LULL CREEK",10,NA,NA,0.610236891943533,NA
"3035",1992,12,"LULL CREEK",NA,NA,NA,0.846200576578609,NA
"3036",1993,12,"LULL CREEK",2,NA,NA,0.870616228783584,NA
"3037",1994,12,"LULL CREEK",10,NA,NA,0.688336172661556,NA
"3038",1995,12,"LULL CREEK",20,NA,NA,0.41545900740463,NA
"3039",1996,12,"LULL CREEK",6,NA,NA,0.154973827940401,NA
"3040",1997,12,"LULL CREEK",NA,NA,52.1144875787275,0.272777956656083,NA
"3041",1998,12,"LULL CREEK",175,NA,NA,0.000583078137170725,NA
"3042",1999,12,"LULL CREEK",25,NA,3.12687543324104,0.00581807086852831,-2.07884158305388
"3043",2000,12,"LULL CREEK",50,52.1144875787275,NA,0.000108918915671366,NA
"3044",2001,12,"LULL CREEK",NA,NA,31.267827344027,6.58172515066211e-05,NA
"3045",2002,12,"LULL CREEK",3,3.12687543324104,NA,0.000110894640181671,NA
"3046",2003,12,"LULL CREEK",NA,NA,NA,0,NA
"3047",2004,12,"LULL CREEK",30,31.267827344027,NA,8.1251212286391e-05,NA
"3048",2005,12,"LULL CREEK",NA,NA,16.6752813956287,0.00158566847902736,NA
"3049",2006,12,"LULL CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3050",2007,12,"LULL CREEK",NA,NA,NA,0,NA
"3051",2008,12,"LULL CREEK",16,16.6752813956287,3.17182153449489,2.769197939731e-05,-1.61828268281957
"3052",2009,12,"LULL CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3053",2010,12,"LULL CREEK",NA,NA,NA,0.00888074071042353,NA
"3054",2011,12,"LULL CREEK",3,3.17182153449489,NA,0.0142797614832157,NA
"3055",2012,12,"LULL CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3056",2013,12,"LULL CREEK",NA,NA,NA,0.0164482623776054,NA
"3057",2014,12,"LULL CREEK",NA,NA,NA,0.0114891151557245,NA
"3058",2015,12,"LULL CREEK",NA,NA,NA,0.0135595098287899,NA
"3059",2016,12,"LULL CREEK",NA,NA,NA,0.00202795595384339,NA
"3060",2017,12,"LULL CREEK",NA,NA,NA,0.00376400621171083,NA
"3061",1950,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3062",1951,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3063",1952,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3064",1953,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3065",1954,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3066",1955,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3067",1956,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3068",1957,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3069",1958,12,"MACKENZIE RIVER",750,NA,NA,NA,NA
"3070",1959,12,"MACKENZIE RIVER",750,NA,NA,NA,NA
"3071",1960,12,"MACKENZIE RIVER",400,NA,NA,NA,NA
"3072",1961,12,"MACKENZIE RIVER",200,NA,NA,NA,NA
"3073",1962,12,"MACKENZIE RIVER",750,NA,NA,NA,NA
"3074",1963,12,"MACKENZIE RIVER",200,NA,NA,NA,NA
"3075",1964,12,"MACKENZIE RIVER",400,NA,NA,NA,NA
"3076",1965,12,"MACKENZIE RIVER",200,NA,NA,NA,NA
"3077",1966,12,"MACKENZIE RIVER",750,NA,NA,NA,NA
"3078",1967,12,"MACKENZIE RIVER",200,NA,NA,NA,NA
"3079",1968,12,"MACKENZIE RIVER",1500,NA,NA,NA,NA
"3080",1969,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3081",1970,12,"MACKENZIE RIVER",25,NA,NA,NA,NA
"3082",1971,12,"MACKENZIE RIVER",75,NA,NA,NA,NA
"3083",1972,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3084",1973,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3085",1974,12,"MACKENZIE RIVER",70,NA,NA,NA,NA
"3086",1975,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3087",1976,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3088",1977,12,"MACKENZIE RIVER",300,NA,NA,NA,NA
"3089",1978,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3090",1979,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3091",1980,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3092",1981,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3093",1982,12,"MACKENZIE RIVER",NA,NA,NA,NA,NA
"3094",1983,12,"MACKENZIE RIVER",NA,NA,NA,0.866057834110302,NA
"3095",1984,12,"MACKENZIE RIVER",NA,NA,NA,0.775693911882616,NA
"3096",1985,12,"MACKENZIE RIVER",75,NA,NA,0.804617873469269,NA
"3097",1986,12,"MACKENZIE RIVER",150,NA,NA,0.736636297568,NA
"3098",1987,12,"MACKENZIE RIVER",NA,NA,NA,0.620278215303934,NA
"3099",1988,12,"MACKENZIE RIVER",NA,NA,NA,0.662968422357177,NA
"3100",1989,12,"MACKENZIE RIVER",NA,NA,NA,0.758563000132309,NA
"3101",1990,12,"MACKENZIE RIVER",NA,NA,NA,0.551771761004763,NA
"3102",1991,12,"MACKENZIE RIVER",400,NA,NA,0.610236891943533,NA
"3103",1992,12,"MACKENZIE RIVER",NA,NA,NA,0.846200576578609,NA
"3104",1993,12,"MACKENZIE RIVER",25,NA,NA,0.870616228783584,NA
"3105",1994,12,"MACKENZIE RIVER",NA,NA,NA,0.688336172661556,NA
"3106",1995,12,"MACKENZIE RIVER",NA,NA,NA,0.41545900740463,NA
"3107",1996,12,"MACKENZIE RIVER",NA,NA,NA,0.154973827940401,NA
"3108",1997,12,"MACKENZIE RIVER",NA,NA,NA,0.272777956656083,NA
"3109",1998,12,"MACKENZIE RIVER",NA,NA,198.026516596996,0.000583078137170725,NA
"3110",1999,12,"MACKENZIE RIVER",NA,NA,NA,0.00581807086852831,NA
"3111",2000,12,"MACKENZIE RIVER",NA,NA,NA,0.000108918915671366,NA
"3112",2001,12,"MACKENZIE RIVER",190,198.026516596996,NA,6.58172515066211e-05,NA
"3113",2002,12,"MACKENZIE RIVER",NA,NA,NA,0.000110894640181671,NA
"3114",2003,12,"MACKENZIE RIVER",NA,NA,NA,0,NA
"3115",2004,12,"MACKENZIE RIVER",NA,NA,NA,8.1251212286391e-05,NA
"3116",2005,12,"MACKENZIE RIVER",NA,NA,19.8018966573091,0.00158566847902736,NA
"3117",2006,12,"MACKENZIE RIVER",NA,NA,NA,5.56360213756606e-05,NA
"3118",2007,12,"MACKENZIE RIVER",NA,NA,NA,0,NA
"3119",2008,12,"MACKENZIE RIVER",19,19.8018966573091,NA,2.769197939731e-05,NA
"3120",2009,12,"MACKENZIE RIVER",NA,NA,NA,5.19287752240718e-05,NA
"3121",2010,12,"MACKENZIE RIVER",NA,NA,NA,0.00888074071042353,NA
"3122",2011,12,"MACKENZIE RIVER",NA,NA,NA,0.0142797614832157,NA
"3123",2012,12,"MACKENZIE RIVER",NA,NA,NA,7.68815624118097e-05,NA
"3124",2013,12,"MACKENZIE RIVER",NA,NA,NA,0.0164482623776054,NA
"3125",2014,12,"MACKENZIE RIVER",NA,NA,NA,0.0114891151557245,NA
"3126",2015,12,"MACKENZIE RIVER",NA,NA,NA,0.0135595098287899,NA
"3127",2016,12,"MACKENZIE RIVER",NA,NA,NA,0.00202795595384339,NA
"3128",2017,12,"MACKENZIE RIVER",NA,NA,NA,0.00376400621171083,NA
"3129",1950,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3130",1951,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3131",1952,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3132",1953,12,"MAPLE CREEK",200,NA,NA,NA,NA
"3133",1954,12,"MAPLE CREEK",400,NA,NA,NA,NA
"3134",1955,12,"MAPLE CREEK",200,NA,NA,NA,NA
"3135",1956,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3136",1957,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3137",1958,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3138",1959,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3139",1960,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3140",1961,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3141",1962,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3142",1963,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3143",1964,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3144",1965,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3145",1966,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3146",1967,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3147",1968,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3148",1969,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3149",1970,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3150",1971,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3151",1972,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3152",1973,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3153",1974,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3154",1975,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3155",1976,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3156",1977,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3157",1978,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3158",1979,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3159",1980,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3160",1981,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3161",1982,12,"MAPLE CREEK",NA,NA,NA,NA,NA
"3162",1983,12,"MAPLE CREEK",NA,NA,NA,0.866057834110302,NA
"3163",1984,12,"MAPLE CREEK",NA,NA,NA,0.775693911882616,NA
"3164",1985,12,"MAPLE CREEK",NA,NA,NA,0.804617873469269,NA
"3165",1986,12,"MAPLE CREEK",NA,NA,NA,0.736636297568,NA
"3166",1987,12,"MAPLE CREEK",NA,NA,NA,0.620278215303934,NA
"3167",1988,12,"MAPLE CREEK",NA,NA,NA,0.662968422357177,NA
"3168",1989,12,"MAPLE CREEK",NA,NA,NA,0.758563000132309,NA
"3169",1990,12,"MAPLE CREEK",NA,NA,NA,0.551771761004763,NA
"3170",1991,12,"MAPLE CREEK",NA,NA,NA,0.610236891943533,NA
"3171",1992,12,"MAPLE CREEK",NA,NA,NA,0.846200576578609,NA
"3172",1993,12,"MAPLE CREEK",NA,NA,NA,0.870616228783584,NA
"3173",1994,12,"MAPLE CREEK",NA,NA,NA,0.688336172661556,NA
"3174",1995,12,"MAPLE CREEK",NA,NA,NA,0.41545900740463,NA
"3175",1996,12,"MAPLE CREEK",NA,NA,NA,0.154973827940401,NA
"3176",1997,12,"MAPLE CREEK",NA,NA,NA,0.272777956656083,NA
"3177",1998,12,"MAPLE CREEK",NA,NA,NA,0.000583078137170725,NA
"3178",1999,12,"MAPLE CREEK",NA,NA,NA,0.00581807086852831,NA
"3179",2000,12,"MAPLE CREEK",NA,NA,NA,0.000108918915671366,NA
"3180",2001,12,"MAPLE CREEK",NA,NA,NA,6.58172515066211e-05,NA
"3181",2002,12,"MAPLE CREEK",NA,NA,NA,0.000110894640181671,NA
"3182",2003,12,"MAPLE CREEK",NA,NA,NA,0,NA
"3183",2004,12,"MAPLE CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3184",2005,12,"MAPLE CREEK",NA,NA,NA,0.00158566847902736,NA
"3185",2006,12,"MAPLE CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3186",2007,12,"MAPLE CREEK",NA,NA,NA,0,NA
"3187",2008,12,"MAPLE CREEK",NA,NA,NA,2.769197939731e-05,NA
"3188",2009,12,"MAPLE CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3189",2010,12,"MAPLE CREEK",NA,NA,NA,0.00888074071042353,NA
"3190",2011,12,"MAPLE CREEK",NA,NA,NA,0.0142797614832157,NA
"3191",2012,12,"MAPLE CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3192",2013,12,"MAPLE CREEK",NA,NA,NA,0.0164482623776054,NA
"3193",2014,12,"MAPLE CREEK",NA,NA,NA,0.0114891151557245,NA
"3194",2015,12,"MAPLE CREEK",NA,NA,NA,0.0135595098287899,NA
"3195",2016,12,"MAPLE CREEK",NA,NA,NA,0.00202795595384339,NA
"3196",2017,12,"MAPLE CREEK",NA,NA,NA,0.00376400621171083,NA
"3197",1950,12,"MARION CREEK",NA,NA,NA,NA,NA
"3198",1951,12,"MARION CREEK",NA,NA,NA,NA,NA
"3199",1952,12,"MARION CREEK",NA,NA,NA,NA,NA
"3200",1953,12,"MARION CREEK",NA,NA,NA,NA,NA
"3201",1954,12,"MARION CREEK",NA,NA,NA,NA,NA
"3202",1955,12,"MARION CREEK",NA,NA,NA,NA,NA
"3203",1956,12,"MARION CREEK",NA,NA,NA,NA,NA
"3204",1957,12,"MARION CREEK",NA,NA,NA,NA,NA
"3205",1958,12,"MARION CREEK",NA,NA,NA,NA,NA
"3206",1959,12,"MARION CREEK",NA,NA,NA,NA,NA
"3207",1960,12,"MARION CREEK",NA,NA,NA,NA,NA
"3208",1961,12,"MARION CREEK",NA,NA,NA,NA,NA
"3209",1962,12,"MARION CREEK",NA,NA,NA,NA,NA
"3210",1963,12,"MARION CREEK",NA,NA,NA,NA,NA
"3211",1964,12,"MARION CREEK",NA,NA,NA,NA,NA
"3212",1965,12,"MARION CREEK",NA,NA,NA,NA,NA
"3213",1966,12,"MARION CREEK",NA,NA,NA,NA,NA
"3214",1967,12,"MARION CREEK",NA,NA,NA,NA,NA
"3215",1968,12,"MARION CREEK",NA,NA,NA,NA,NA
"3216",1969,12,"MARION CREEK",NA,NA,NA,NA,NA
"3217",1970,12,"MARION CREEK",NA,NA,NA,NA,NA
"3218",1971,12,"MARION CREEK",NA,NA,NA,NA,NA
"3219",1972,12,"MARION CREEK",NA,NA,NA,NA,NA
"3220",1973,12,"MARION CREEK",NA,NA,NA,NA,NA
"3221",1974,12,"MARION CREEK",NA,NA,NA,NA,NA
"3222",1975,12,"MARION CREEK",NA,NA,NA,NA,NA
"3223",1976,12,"MARION CREEK",NA,NA,NA,NA,NA
"3224",1977,12,"MARION CREEK",NA,NA,NA,NA,NA
"3225",1978,12,"MARION CREEK",NA,NA,NA,NA,NA
"3226",1979,12,"MARION CREEK",NA,NA,NA,NA,NA
"3227",1980,12,"MARION CREEK",NA,NA,NA,NA,NA
"3228",1981,12,"MARION CREEK",NA,NA,NA,NA,NA
"3229",1982,12,"MARION CREEK",NA,NA,NA,NA,NA
"3230",1983,12,"MARION CREEK",NA,NA,NA,0.866057834110302,NA
"3231",1984,12,"MARION CREEK",NA,NA,NA,0.775693911882616,NA
"3232",1985,12,"MARION CREEK",NA,NA,NA,0.804617873469269,NA
"3233",1986,12,"MARION CREEK",NA,NA,NA,0.736636297568,NA
"3234",1987,12,"MARION CREEK",NA,NA,NA,0.620278215303934,NA
"3235",1988,12,"MARION CREEK",NA,NA,NA,0.662968422357177,NA
"3236",1989,12,"MARION CREEK",NA,NA,NA,0.758563000132309,NA
"3237",1990,12,"MARION CREEK",NA,NA,NA,0.551771761004763,NA
"3238",1991,12,"MARION CREEK",NA,NA,NA,0.610236891943533,NA
"3239",1992,12,"MARION CREEK",NA,NA,NA,0.846200576578609,NA
"3240",1993,12,"MARION CREEK",NA,NA,NA,0.870616228783584,NA
"3241",1994,12,"MARION CREEK",NA,NA,NA,0.688336172661556,NA
"3242",1995,12,"MARION CREEK",NA,NA,NA,0.41545900740463,NA
"3243",1996,12,"MARION CREEK",NA,NA,NA,0.154973827940401,NA
"3244",1997,12,"MARION CREEK",NA,NA,NA,0.272777956656083,NA
"3245",1998,12,"MARION CREEK",NA,NA,NA,0.000583078137170725,NA
"3246",1999,12,"MARION CREEK",NA,NA,NA,0.00581807086852831,NA
"3247",2000,12,"MARION CREEK",NA,NA,NA,0.000108918915671366,NA
"3248",2001,12,"MARION CREEK",NA,NA,NA,6.58172515066211e-05,NA
"3249",2002,12,"MARION CREEK",NA,NA,NA,0.000110894640181671,NA
"3250",2003,12,"MARION CREEK",NA,NA,NA,0,NA
"3251",2004,12,"MARION CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3252",2005,12,"MARION CREEK",NA,NA,NA,0.00158566847902736,NA
"3253",2006,12,"MARION CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3254",2007,12,"MARION CREEK",NA,NA,NA,0,NA
"3255",2008,12,"MARION CREEK",NA,NA,NA,2.769197939731e-05,NA
"3256",2009,12,"MARION CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3257",2010,12,"MARION CREEK",NA,NA,NA,0.00888074071042353,NA
"3258",2011,12,"MARION CREEK",NA,NA,NA,0.0142797614832157,NA
"3259",2012,12,"MARION CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3260",2013,12,"MARION CREEK",NA,NA,NA,0.0164482623776054,NA
"3261",2014,12,"MARION CREEK",NA,NA,NA,0.0114891151557245,NA
"3262",2015,12,"MARION CREEK",NA,NA,NA,0.0135595098287899,NA
"3263",2016,12,"MARION CREEK",NA,NA,NA,0.00202795595384339,NA
"3264",2017,12,"MARION CREEK",NA,NA,NA,0.00376400621171083,NA
"3265",1950,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3266",1951,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3267",1952,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3268",1953,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3269",1954,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3270",1955,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3271",1956,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3272",1957,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3273",1958,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3274",1959,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3275",1960,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3276",1961,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3277",1962,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3278",1963,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3279",1964,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3280",1965,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3281",1966,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3282",1967,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3283",1968,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3284",1969,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3285",1970,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3286",1971,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3287",1972,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3288",1973,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3289",1974,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3290",1975,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3291",1976,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3292",1977,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3293",1978,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3294",1979,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3295",1980,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3296",1981,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3297",1982,12,"MATSIU CREEK",NA,NA,NA,NA,NA
"3298",1983,12,"MATSIU CREEK",NA,NA,NA,0.866057834110302,NA
"3299",1984,12,"MATSIU CREEK",NA,NA,NA,0.775693911882616,NA
"3300",1985,12,"MATSIU CREEK",NA,NA,NA,0.804617873469269,NA
"3301",1986,12,"MATSIU CREEK",NA,NA,NA,0.736636297568,NA
"3302",1987,12,"MATSIU CREEK",NA,NA,NA,0.620278215303934,NA
"3303",1988,12,"MATSIU CREEK",NA,NA,NA,0.662968422357177,NA
"3304",1989,12,"MATSIU CREEK",NA,NA,NA,0.758563000132309,NA
"3305",1990,12,"MATSIU CREEK",NA,NA,NA,0.551771761004763,NA
"3306",1991,12,"MATSIU CREEK",NA,NA,NA,0.610236891943533,NA
"3307",1992,12,"MATSIU CREEK",NA,NA,NA,0.846200576578609,NA
"3308",1993,12,"MATSIU CREEK",NA,NA,NA,0.870616228783584,NA
"3309",1994,12,"MATSIU CREEK",24,NA,NA,0.688336172661556,NA
"3310",1995,12,"MATSIU CREEK",NA,NA,NA,0.41545900740463,NA
"3311",1996,12,"MATSIU CREEK",4,NA,NA,0.154973827940401,NA
"3312",1997,12,"MATSIU CREEK",NA,NA,NA,0.272777956656083,NA
"3313",1998,12,"MATSIU CREEK",25,NA,NA,0.000583078137170725,NA
"3314",1999,12,"MATSIU CREEK",NA,NA,NA,0.00581807086852831,NA
"3315",2000,12,"MATSIU CREEK",NA,NA,NA,0.000108918915671366,NA
"3316",2001,12,"MATSIU CREEK",NA,NA,NA,6.58172515066211e-05,NA
"3317",2002,12,"MATSIU CREEK",NA,NA,148.224058380917,0.000110894640181671,NA
"3318",2003,12,"MATSIU CREEK",NA,NA,NA,0,NA
"3319",2004,12,"MATSIU CREEK",NA,NA,NA,8.1251212286391e-05,NA
"3320",2005,12,"MATSIU CREEK",142,148.224058380917,NA,0.00158566847902736,NA
"3321",2006,12,"MATSIU CREEK",NA,NA,NA,5.56360213756606e-05,NA
"3322",2007,12,"MATSIU CREEK",NA,NA,NA,0,NA
"3323",2008,12,"MATSIU CREEK",NA,NA,NA,2.769197939731e-05,NA
"3324",2009,12,"MATSIU CREEK",NA,NA,NA,5.19287752240718e-05,NA
"3325",2010,12,"MATSIU CREEK",NA,NA,NA,0.00888074071042353,NA
"3326",2011,12,"MATSIU CREEK",NA,NA,NA,0.0142797614832157,NA
"3327",2012,12,"MATSIU CREEK",NA,NA,NA,7.68815624118097e-05,NA
"3328",2013,12,"MATSIU CREEK",NA,NA,NA,0.0164482623776054,NA
"3329",2014,12,"MATSIU CREEK",NA,NA,NA,0.0114891151557245,NA
"3330",2015,12,"MATSIU CREEK",NA,NA,NA,0.0135595098287899,NA
"3331",2016,12,"MATSIU CREEK",NA,NA,NA,0.00202795595384339,NA
"3332",2017,12,"MATSIU CREEK",NA,NA,NA,0.00376400621171083,NA
"3333",1950,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3334",1951,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3335",1952,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3336",1953,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3337",1954,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3338",1955,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3339",1956,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3340",1957,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3341",1958,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3342",1959,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3343",1960,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3344",1961,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3345",1962,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3346",1963,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3347",1964,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3348",1965,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3349",1966,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3350",1967,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3351",1968,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3352",1969,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3353",1970,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3354",1971,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3355",1972,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3356",1973,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3357",1974,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3358",1975,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
"3359",1976,12,"MCALISTER CREEK",NA,NA,NA,NA,NA
