,ANALYSIS_YR,AREA,WATERBODY,SPECIES,POPULATION,POP_ID,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,MAX_ESTIMATE,GFE_ID,RUN_TYPE
3157,1987,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
9940,1987,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
13011,1987,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
13450,1987,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
1172,1988,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Unknown Estimate Method,1500,885,1
411,1989,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Unknown Estimate Method,25,885,1
17433,1990,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Unknown Estimate Method,200,885,1
2113,1991,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
5394,1991,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
9791,1991,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
10883,1991,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
14716,1991,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
8062,1992,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
12515,1992,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
2364,1994,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
8036,1994,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
6373,1995,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
8121,1995,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
8383,1995,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
8977,1995,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
10373,1995,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Unknown Estimate Method,NA,885,1
471,1996,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
8120,1996,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
11506,1996,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
12355,1996,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
17747,1996,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
3613,1997,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
5840,1997,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
7252,1997,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
9554,1997,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
14641,1997,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
3598,1998,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Unknown Estimate Method,300,885,1
9533,1998,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
10377,1998,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
11224,1998,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
16043,1998,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
2165,2000,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
9810,2000,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
16041,2000,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
16318,2000,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
17463,2000,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
13183,2001,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
13758,2001,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
14040,2001,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
16319,2001,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Not Applicable,NA,885,1
17749,2001,12,MARION CREEK,Sockeye,Marion Creek (Alert Bay) Sockeye Run 1,51215,UNKNOWN,Not Applicable,NA,885,1
198,2002,12,MARION CREEK,Chum,Marion Creek (Alert Bay) Chum Run 1,51221,UNKNOWN,Not Applicable,NA,885,1
1574,2002,12,MARION CREEK,Pink,Marion Creek (Alert Bay) Pink Run 1,51219,UNKNOWN,Not Applicable,NA,885,1
6642,2002,12,MARION CREEK,Chinook,Marion Creek (Alert Bay) Chinook Run 1,51223,UNKNOWN,Not Applicable,NA,885,1
9237,2002,12,MARION CREEK,Coho,Marion Creek (Alert Bay) Coho Run 1,51217,UNKNOWN,Insufficient Information,NA,885,1
2236,1929,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
6995,1929,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
4264,1931,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
11294,1932,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
263,1933,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
10164,1933,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
14967,1933,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
8472,1934,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
12428,1934,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
17257,1934,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
832,1935,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
3977,1935,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
10705,1935,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
4826,1936,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
9330,1936,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
13833,1936,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
13827,1938,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
14391,1938,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
15523,1938,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
3076,1939,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
11876,1939,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
15529,1939,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
5639,1940,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
7912,1940,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
11894,1940,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
4570,1941,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
5118,1941,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
11303,1941,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
5119,1942,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
14975,1942,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
16679,1942,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
6723,1943,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,NA,855,1
12433,1943,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,NA,855,1
17261,1943,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Unknown Estimate Method,NA,855,1
6868,1953,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,75,855,1
12999,1953,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,25,855,1
5695,1954,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,25,855,1
15737,1954,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,750,855,1
5656,1955,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,25,855,1
16212,1955,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,200,855,1
7087,1956,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,200,855,1
9610,1958,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,200,855,1
10843,1958,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,400,855,1
667,1959,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
1463,1959,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
3171,1959,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
12714,1959,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
12743,1959,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
3108,1961,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,25,855,1
4403,1962,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
5249,1962,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
5969,1962,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
10300,1962,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
12457,1962,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
1531,1963,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
4332,1963,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
6281,1963,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
8648,1963,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
10046,1963,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
3788,1964,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
7078,1964,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
7507,1964,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
14990,1964,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
17677,1964,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
13368,1965,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
16513,1965,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
3706,1966,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
6253,1966,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,25,855,1
5681,1967,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
6818,1967,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
7461,1967,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
7805,1967,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
14492,1967,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
577,1968,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,25,855,1
16531,1969,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
5273,1970,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
12230,1970,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
15893,1971,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
1246,1972,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
2330,1973,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
10747,1973,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
15908,1973,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
16156,1973,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
16787,1973,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
383,1974,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
2305,1974,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
3563,1974,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
11402,1974,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
17298,1974,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
1447,1975,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
3152,1975,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
8350,1975,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
12815,1975,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
18023,1975,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
890,1976,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
3883,1976,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
7742,1976,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
11089,1976,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
15364,1976,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
4613,1977,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
5724,1977,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
10604,1977,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
13688,1977,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
18005,1977,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
4064,1978,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
9410,1978,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
14546,1978,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
15589,1978,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
15734,1978,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
136,1979,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
4436,1979,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
8641,1979,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
11623,1979,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
17549,1979,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
12987,1980,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Unknown Estimate Method,150,855,1
569,1981,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
2265,1981,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
9672,1981,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
16713,1981,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
16724,1981,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
997,1982,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
5513,1982,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Not Applicable,NA,855,1
7048,1982,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
10280,1982,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
16266,1982,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
4700,1983,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
10744,1983,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
10845,1983,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
13678,1983,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,200,855,1
16263,1983,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
1105,1985,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,600,855,1
293,1986,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
4340,1986,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,200,855,1
5684,1986,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
11483,1986,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
13010,1986,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
3778,1987,12,MATSIU CREEK,Chum,Matsiu Creek (Alert Bay) Chum Run 1,50926,UNKNOWN,Not Applicable,NA,855,1
4466,1987,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
8578,1987,12,MATSIU CREEK,Pink,Matsiu Creek (Alert Bay) Pink Run 1,50924,UNKNOWN,Unknown Estimate Method,150,855,1
10802,1987,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
13700,1987,12,MATSIU CREEK,Chinook,Matsiu Creek (Alert Bay) Chinook Run 1,50928,UNKNOWN,Not Applicable,NA,855,1
5221,1988,12,MATSIU CREEK,Coho,Matsiu Creek (Alert Bay) Coho Run 1,50922,UNKNOWN,Not Applicable,NA,855,1
6047,1988,12,MATSIU CREEK,Sockeye,Matsiu Creek (Alert Bay) Sockeye Run 1,50920,UNKNOWN,Not Applicable,NA,855,1
